date,text,stars
2/5/2024,"Good product so far. Only complaint was the set up process took way too long. It wanted to scan the QR code, log into your email, create an account, pick out show genre’s… and a few other steps I felt was a bit much",5 out of 5 stars review
2/14/2024,Im very happy with this tv. It's  my 2nd vizio. The picture is perfect and sound is good too. I had my first vizio for 12 years and never had a problem. Just wanted two tv's.,5 out of 5 stars review
1/29/2024,"i like the clear, crisp color. fits perfect as my living room is small.  this is my second vizio.  my first one got hit by lightning so i had to purchase another.",5 out of 5 stars review
1/25/2024,"The last Vizio tv that I had lasted almost 16 years. It just stopped working, it wouldnt turn on. I hope that this one lasts that long. Great picture and was easy to set up.",5 out of 5 stars review
2/14/2024,"I appreciate the timely delivery.  The clarity, brilliant colors and great audio allows you to experience every moment on screen.  I enjoy my time on the couch watching great movies and listening to music.",5 out of 5 stars review
2/5/2024,"I had no trouble with my order. I ordered on Saturday and I got it on Sunday.  I love the TV.  Excellent picture, not hard to set up. AND THE PRICE WAS AWESOME!!!!!.",5 out of 5 stars review
2/17/2024,Marc  was beyond extremely helpful with assisting me to secure my TV on top of my car.  Best customer service I've experienced at this Walmart in 12 months,5 out of 5 stars review
2/11/2024,The only thing I dislike is the fact it does not have the app Crunchyroll I am a major anime buff so it's disappointing that I have to airplay my anime shows from Crunchyroll otherwise it functions perfectly,5 out of 5 stars review
1/31/2024,"Very nice, clear picture, lots of other features since it's a smart TV. I'd recommend to buy it. I've only had it for a couple of months so I don't know about any problems that still may occur.",5 out of 5 stars review
12/10/2023,I bought two 65 inch Vizio Smart TV's during Black Friday. One for myself and one for my daughter and her daughters. As usual they meet ALL Expectations (so far). I would definitely recommend them to anyone who wants to buy one for their family home or for a gift that should last you for years with no problems.,5 out of 5 stars review
12/1/2023,"The move is to buy during Black Friday and ship to your house. Free shipping, came literally the same day. So super affordable fast delivery. Can't beat that. Vizio is a great tv brand. These newer models are super light weight, come with feet to attach (I mounted it.) Great picture. Only thing I dislike is the remote size and button options. Very small and easily misplaced.",5 out of 5 stars review
12/2/2023,"This TV is super easy to set up. The picture and sound quality are excellent right out of the box.
Vizio's user interface is superior to Google TV. The settings menu is much more user friendly and intuitive. Vizio's streaming platform is complete with so many free live channels and every streaming app you can think of is available. Hooking up an over the air antenna and tuning in local channels completes the package!
We got this for my mom who recently moved into an assisted living facility. I like the everything about this TV better than my Sony that cost twice as much.",5 out of 5 stars review
12/12/2023,Great picture and functionality. Only problem was very slow installation download. It took four hours to install software before the TV was ready to use. I have a medium speed connection and it consumed 3 gigabytes of data and I only get 50 gigs of data per month. Because it consumed so much bandwidth I will likely be without high speed internet for the last few days of the billing period. This is not Walmart's fault. I would like to see Vizio have software preloaded that would allow use of the TV with less download time.,5 out of 5 stars review
11/29/2023,"I saved $71 on this TV. I wanted a bigger TV for the living room.  I found this bargain but worried it might not be a good TV. I was wrong.  The picture is so crisp and the colors are beautiful.  It was easy to set up by myself.  I am not very tech savvy, but I even managed that by myself.  I did buy a soundbar with the savings as the speakers on the TV don't face forward. They blurred the dialog and made it hard to understand. Soundbar cured the problem.",5 out of 5 stars review
12/8/2023,Quality and sound is amazing. Along with this tv I bought the Vizio sound bar and wireless (also Vizio) subwoofer. Yes this is the best I can't wait to finish up setting up my living room so I can really enjoy watching a great movie with the sound yes I know and I can't wait. Get it ALL,5 out of 5 stars review
11/2/2023,"This TV gets great marks on the price, the tech inside also makes it an easy win for most buyers. As a gamer you can't beat the VRR support, Dolby Atmos and Vision HDR 10. All the current bells and whistles most gamers through around the web. 

Slight ding for me is a gamma issue i can't seem to solve which leaves most red colors seemingly oversaturated. Other than this great TV. 120hz would be a killer feature at this price. Time will tell oh and maybe Xbox Cloud gaming support.",5 out of 5 stars review
11/9/2023,"A good T.V with a great price. The clarity is exceptional and everything I would want in a T.V and more I might want later but not ready for. All in all, a great T.V. I have waited a couple months now for this review to put it through it's paces and I could not be happier with it. There it is.",5 out of 5 stars review
12/3/2023,"Its not to heavy, its great for your bedroom.  I've been buying Vizios ONLY since 2010 Im the type of person that wants a tv in every room and this is a great addition. What i noticed is we cant get our tvs fixed you have to buy another so only time will tell 👍🏾 Buy it from Walmart ❤️",5 out of 5 stars review
12/7/2023,Delivery driver stole my TV. They did not get a signature from me so now I’m left with waiting on a refund for the amount of the TV that I bought when they quickly chose not to deliver and chose to steal the TV. So I have not been able to enjoy anything.,5 out of 5 stars review
12/11/2023,"Was happy with purchase, but had to return it due to the fact that  have another Vizio tv in the same room. Each remote from both tvs were controlling each other.

That is The only reason why I had to return the tv. There is no way to reprogram the remotes to work o oh with one tv unfortunately.",5 out of 5 stars review
12/11/2023,"We got this tv to replace our older one that kept losing internet connection. But the picture on this one is amazing, it's like we are in a movie theater watching our favorite tv shows.  Crystal clear picture and installation of apps is also very easy.",5 out of 5 stars review
11/30/2023,I ordered online however I did pick unit up via curbside young man was very pleasant quick and also had a partner with him. Brand new out the box no problems have everything I need can't wait to play with my new baby big Vizio customer I brag on them so much lol like I own it. Thanks and great job Vizio and Walmart!! Satisfied happy customer…PS just got approved for a Walmart card w/ great limit yayye. Happy holidays everyone be kind spread love and be safe!,5 out of 5 stars review
11/26/2023,"Did not want to spend too much, do not need the latest.  3rd TV of this brand.  Easy setup, sharp picture, no dead pixels, good enough sound. Have Airplay %26 Smartcast; important features for us. Tolerable wait time when changing channels.  Walmart pickup was easy.  Good price.  Very happy with purchase.",5 out of 5 stars review
12/13/2023,"As with our previous Visio tvs, this one appears to be great in programming, picture clarity, remote control ease of use, and generally a wonderful television!
I would definitely recommend this produst and I would buy it again!  Can't get much better than that!",5 out of 5 stars review
12/9/2023,"I bought this tv to replace a 50"" Magnavox that stopped working.  The picture on this Vizio is beautiful and clear. Setup was very easy and having all streaming apps built in is great. Great TV! If youre looking for a great tv with a beautiful picture, tgen i highly recommend this tv.",5 out of 5 stars review
11/21/2023,"This tv is working very well for us. When the Roku is buffering, the Smartcast is quicker. Even though our living room is small, the size is great. Hooked up easily, and mounted on the wall. Definitely need the soundbar. I've always liked our Vizio TVs, hoping this lasts.",5 out of 5 stars review
12/2/2023,"Shipping was so fast. I ordered this tv at 6 pm and it was in my doorstep at 7:45 am the next morning. Set up was easy, picture is good and it's not too heavy considering its size. I think m it weighs about the same as my older 43 inch that I replaced it with. I can't really speak for the streaming service or smart tv part of it. We use Apple TV for everything",5 out of 5 stars review
12/18/2023,I love the picture quality on this. I had a 32 inch that was a different brand and this picture and sound are much better than I expected on this. I don’t have to worry about not finding what I want. It has tons of apps and I’m glad it’s all right there on the Home Screen. The remote is easy to use not too big like some tv remotes. I love everything about this! It was so easy to set up too but then again I’m pretty tech savvy.,5 out of 5 stars review
12/17/2023,"The picture, the sound and most importantly the PRICE. It was easy to set up, and you can pair it with your smartphone! I’m not a tech person but I was able to put all my apps on it that I wanted, it also had apps like Netflix and YouTube and Hulu already programmed, I just had to log into my account! I am super happy with this purchase!",5 out of 5 stars review
11/23/2023,"Huge, clear, great price for what u get. It has everything you want or need built to watch or stream anything and u really don't even need your cable service anymore as it has live local channels as well. 
The only drawback is that the new remote is small and few buttons but any older Vizio remote works great so I was set.",5 out of 5 stars review
10/27/2023,"Purchased for mom who was having a difficult time seeing her 47"" screen. This solved the problem. Setup was easy. Picture and sound are excellent for a tv at this price point. We had it shipped and was delayed over and over. FedEx kept saying it was ""out for delivery"" but then it wouldn't come. Pretty frustrating as there was no one to contact (according to Walmart and FedEx). But it finally showed and has been a great buy.",5 out of 5 stars review
11/22/2023,"Everything was a great process. Fast shipping, I love this TV. It’s a smart TV %26 I can access cable. It shows very clear. Highly recommended. The only thing that I struggled with was screwing the legs on but it’s all set up. Thank you Walmart. 
Happy holidays everyone.",5 out of 5 stars review
12/7/2023,"Using in my workout gym in my basement. 
This tv is Bluetooth so I use my earbuds when on the treadmill or working out. 
I use the tv speakers when folding laundry. Have had absolutely no issues with the delivering.  The tv has great picture. I watch Netflix. Prime. Or built in channels. 
Love it !! 50” is a good size for anywhere.",5 out of 5 stars review
12/22/2023,"Offers a nice Mid-range experience  for a low range price.  the picture is clear, the menus are simple, the remote is self explanatory,  and the T.V. has tons of apps and free channels to choose from. 

people mention the tv being super quiet.  It was for me out of the box, but then I tinkered with the sound settings and had it auto-balance the sound, and it was fine after that.  (I am hard of hearing as well...).

If i had one thing I wish i could change, it would be the home screen, because I really dont like all the extra ""view this or try this"" stuff on the menus, and would like to have all my preferred menus first...but the fact I can arrange the menus I do use so that my most common apps are in an order i prefer them is enough to make...",5 out of 5 stars review
11/4/2023,"I have had the television for a little over a month.  My initial thoughts are the value you get at this price point is difficult to beat.  I was able to purchase this TV on sale for $375.  Being able to purchase a 65"" television from a well known manufacturer with a strong history in making quality electronics for a long time, is unheard of.  If you set proper expectations with what the television is going to offer then you will be very happy with this purchase.  This TV is not going to have the dynamic crystal clear pictures, it will not have a lot of custimation settings, and backlighting issues can be noticeable at times.  You will get a very big screen that is very sleek with very good picture quality (not amazing but ok).  The interact...",5 out of 5 stars review
11/20/2023,"Loving this tv. The picture and price are great. I got my tv this past Friday. Had it delivered from a store. Came the same day I purchased it online. Was easy to set up. I tinkered around some with the settings a bit, and now have the picture settings I like. Highly recommend this set to anyone considering a purchase 👍",5 out of 5 stars review
12/9/2023,"I was introduced 2 Vizio several years back %26 it's always been a reliable brand. Now, we family has 4 of them, including this that I just purchased. What I liked most about is the customer service. I had an issue w/this TV's remote %26 all I had 2 do was instant message them %26 within a week or so, they sent me a new remote. What i didn't know is that Vizio remotes are suppose 2 be interchangeable, in that, 1 remote is suppose 2 operate another TV if ever there's an issue which X-plains why they sent me the same remote 4 another TV of theirs that I have but pre-programmed 4 this TV. 

At any rate, I like the picture %26 sound qualit. The  setup is rather easy, including the setup of the use of their app 4 matters like warranty registrati...",5 out of 5 stars review
11/26/2023,"Works great, great picture, decent sound. I probably will add a sound bar to this. It has an HDMI port specified and ready for a sound bar. Beware this TV does not have a ""tuner"" in it. You will not have channel 3, 4, 5.2, 7.3 etc. It is not something I need, but just know if you plan to tune to stations with an antenna, this model will not do it. I chose it because it has a MULTITUDE of viewing apps. This is it biggest feature,",5 out of 5 stars review
11/26/2023,This tv works as expected. The measurements are true to size which was important for me because I was trying to ensure it fit on the current tv console table I have. The tv is clear and the sound is clear. I have no complaints from this purchase. Easy pickup from Walmart as well.,5 out of 5 stars review
12/11/2023,Great price and super fast shipping!    The tv was even more than I expected.  Not only did it hook up to my satellite but the built in WiFi connect to my network.  I was able to watch Amazon prime with ease.  Also Vizio seems to have their own streaming service which if you didn’t have another source at least you could watch tv.,5 out of 5 stars review
9/15/2023,Everything about this tv is surprising in a good way. Sound and pic are way better than lg or samsung at the same level. Feel ripped off that I went with the big brands when this tv gives you exactly what u want without breaking your wallet.,5 out of 5 stars review
5/6/2023,well I just hooked us up today as I purchased it. very light. easy to mount to the wall. picture is beautiful but as I said I just purchased this today. so far I am very happy with this TV. but I will really let you know if I have to add to this if there is a problem.,5 out of 5 stars review
2/14/2023,Very lightweight. Crisp picture and affordable.,5 out of 5 stars review
7/21/2021,Great picture and everything,5 out of 5 stars review
7/11/2022,I love it. Wander over Yonder is brand new again. The picture is amazing.,5 out of 5 stars review
7/7/2022,I love everything about this TV,5 out of 5 stars review
8/24/2021,My first smart TV. Still learning all it can do. Enjoying very much,5 out of 5 stars review
9/28/2022,Truly a great purchase awesome smart tv,5 out of 5 stars review
1/2/2022,Works great and is very clear from various angles.,5 out of 5 stars review
1/17/2024,ordered tv on Saturday and was picking it up that afternoon.  it was easy to set up picture quality is great. this is m y first Vizio will buy another soon,5 out of 5 stars review
1/8/2024,Make sure that you check the width of the TV stand!  We had to use two small bookshelves to set it up in the bedroom...temporary set-up during recovery. Works great! I like the Vizio brand.,5 out of 5 stars review
1/19/2024,TV is great. Color is awesome. Sound could be better. Package was a bit damaged with shipping. Nothing was broke but next time will do in store pick up.,5 out of 5 stars review
1/4/2024,"We've bought Vizio TVs for years and for good reason.  This is a ""smart"" TV with great features and easily accessible streaming features and a clear, beautiful picture on every channel.",5 out of 5 stars review
1/1/2024,"I love everything about VIZIO! I had one many years ago and when that went out, I bought a Walmart brand TV. That went out and I bought another Vizio. It is an amazing TV.",5 out of 5 stars review
1/10/2024,"TV has a great picture and sound quality is great.  Set up and smart features make it a snap to start watching right away.
Remote functions are very easy to use.",5 out of 5 stars review
1/10/2024,"Great color and sound.  Easy to setup, but took a little longer than expected, with all the updating it had to do.  Paired with my Fire stick remote so it was integrated to the Vizio remote.  Pleasantly surprised about that.",5 out of 5 stars review
1/2/2024,I would recommend this tv. Color is amazing and sound quality is great. Not to mention the free channels and movies that is provided with out singing up for a subscription.,5 out of 5 stars review
1/7/2024,you can Bluetooth in your own headphones.  I seen this in the description and it was an answer to a problem we have i. our household.  loud TV gone!!!! Thank you Vizio!!!,5 out of 5 stars review
1/19/2024,I bought this TV for my daughter. It was a birthday present for her and her boyfriend for both of their birthdays and they just love it. I love it great price big TV screen just what they needed Thank you Walmart once again.,5 out of 5 stars review
1/13/2024,Vizio is such a good name brand.  have used them for over 15 plus years.  glad you sell them as have the last three from my Tarpon Springs walmart.very dependable.,5 out of 5 stars review
1/4/2024,I love the Vizio brand. Smart tv is great the size is great. It's in my living room ! I also love the fact you can talk to the remote and it does what you tell it to,5 out of 5 stars review
7/25/2023,Very good quality television.  Easy set up.  Only caveat is it wants to go to smart tv choices rather than straight to cable that I want.  Picture quality is very good and price was excellent.,5 out of 5 stars review
1/12/2024,Has everything you want it to have. Speakers are decent would recommend a sound bar system for sure but for the price it's a 5 star for me holds up well.,5 out of 5 stars review
1/10/2024,This television is a great investment for me and my Family! It's exactly what I wanted and needed! I'm very happy with it! It's Beautiful ! We love it!,5 out of 5 stars review
12/29/2023,"Pro's:  Great color management, timely software update, quality of product!
 I maybe biased, since i inherited a very good Vizio lcd 40"" ,just died!

Cons : None yet!",5 out of 5 stars review
1/3/2024,"Television is excellent...especially for the price.  But the delivery was horrible.  No damage, but they placed my big screen TV outside of the gates in the bright day.  Only by the Grace of God it did not get stolen",5 out of 5 stars review
1/4/2024,Tv is great!  Clear viewing and the perks on the tv are great as well. Perfect size for me. Price is reasonable as well. I have had Vizio Tvs for awhile and I like them. Vizio Tvs are great.,5 out of 5 stars review
1/19/2024,"At first, I had trouble setting up the TV, but now that I got it working, I am so in love with my TV.  It is so clear as if I'm at the movies. I'm so happy with my choice.",5 out of 5 stars review
12/24/2023,Mine was busted when I plugged it in took back no hassle at all. I don't take things back normally because of the hassle s and make me feel like a criminal very well done,5 out of 5 stars review
8/26/2023,"The tv is working great but being age 70, I am struggling with the operation. The boice remote does have numbers for charging the channels.  I have to live with that issue.",5 out of 5 stars review
12/25/2023,Read a ton of reviews on other brands. We have had this brand for years and has been great. Went from a 32inch to 50inch and will never go back to a smaller TV.,5 out of 5 stars review
12/23/2023,I bought this on sale and it is fantastic! The picture and sound are amazing! It's also nice not to have the Netflix set up showing by my TV. I have always bought Visio TV's and this one did not disappoint!,5 out of 5 stars review
1/13/2024,Great TV for the price. Bought it for my mother to upgrade her 20 yr old set.  Easy to operate. She's in her 80 s and figured it out very quickly. Great picture.,5 out of 5 stars review
1/6/2024,"This TV right out of the box set up, connected to cable and was ready to go. Beautiful picture, clear and the size was perfect. Would recommend for the price anytime!",5 out of 5 stars review
1/13/2024,"This is a great TV it if the box! For a value TV the speakers are wonderful and not tin sounding. You do not need a sound bar if you don't want it. 
The picture is brilliant and works perfect for gaming.",5 out of 5 stars review
12/23/2023,"I’ve had it since August 2023 now since I moved to my new house and it’s December, about to be janruary 2024 and the tv has Been great so far. No complaints at all highly recommend",5 out of 5 stars review
7/3/2023,"Great TV for the price! 
The only drawback is the remote not having channel numbers, or stop, pause, rewind, and forward. What it does have is voice control, so if you can master that, you're set!",5 out of 5 stars review
5/12/2021,"Wow! We love this big Vizio TV! This tv replaced a 32"" old model that was impossible to play and enjoy video games on. This TV has a beautiful clear picture and great sound. It's perfect for gaming. Vizio makes great product lines and this M Class tv is the perfect choice of value and quality. We would heartily recommend this model!",5 out of 5 stars review
8/20/2023,"The 70"" Vizio V705-J03 is an excellent tv so far.  The delivery was smooth - no issues with cracked screens or missing remotes.  The initial hook-up was easy and connecting everything was simple.  Initializing the app with my credentials and passwords is time-consuming but par for the course.  The functionality and overall picture is absolutely gorgeous.  60 frames per second is ample for streaming Netflix, HBO and YouTube TV.  I did purchase a 36"" Vizio soundbar to compliment the theater-like experience.  My only gripe has been an odd smell from the TV that has been there since the intial plug-in.  3 weeks later and the smell has diffused; and a myriad of people have experienced this anomalous smell.  Apparently, it is just part of the ele...",5 out of 5 stars review
8/4/2023,"LOVE this TV.  I was a little worried with the negative reviews, but I'm so glad that I purchased this TV.  It's huge (I upgraded from a 60 inch) and the colors are crisp and the detail jumps off the screen.  I'm seeing movies in a different way with the 4K UHD.  Great value and the delivery went pretty smoothly.  Would 100% buy another one, if needed.  I've loved Vizio products for a while and am happy with this product.",5 out of 5 stars review
8/21/2023,"Great TV!! Purchased this for my mother after being the test dummy for the 60 inch version! She loves it a lot and has since gotten rid of some monthly subscriptions. The TV had shows on demand, like Maury, news channels, cheaters, even children’s shows!",5 out of 5 stars review
10/8/2023,"Vizio 55"" TV. Great television for the money and brand name. Set up super easy. My Cox Contour remote is automatically set up with it. You can use just one remote, which I love, The cox contour remote. Picture is great, I don't like vivid, but you can choose between 4 pictures of color. the rest was just easy, downloading on it's own.  I love it. 
The remote it comes with is very much like an amazon stick. But I don't use them. One remote is important to me.",5 out of 5 stars review
10/7/2023,"I like having it connected to both DIRECT TV  and also the internet ...I really  like all buttons on remote for NETFLIX..CRACKLEE..PLUTO..WATVH FREE...SPEAKER BUTTON TO ASK QUESTIONS..
IT'S GREAT TO USE THE CHROMECAST TO PUT STUFF ON TV SCREEN FROM MY PHONE ETC
.I'M REALLY ENJOYING THIS TV,!!",5 out of 5 stars review
10/14/2023,"awesome tv. when compared to my same year, make LG tv of similiar spec, but twice the price, it is really in its own class. it pairs amazingly with the vizio sound bar and sub. sound is crystal clear and the bass is better than i got out of the LG. Remote is perfect size and the features are great.",5 out of 5 stars review
10/11/2023,"I say typical because, even thou I read negative reviews, this TV, like every Vizio I have purchased in the last 20 years, have been packed well, arrived in excellent shape, has assembled easily, and put into my “ system” in minutes!!!
This review could get more detailed but I have TV to watch!!
Enjoy this one as much as I!

This TV's pic is amazing! The color is exactly why I wanted to upgrade to 4x!!",5 out of 5 stars review
7/11/2023,"It's amazing how fast the electronics world changes.  I've owned several Vizio products over the last 10 years, along with Samsung and others.  Every time a purchase a new TV, I can't believe how sharp the picture is compared to a TV I purchased 2 years ago.  It's kind of like cars, what is cutting edge and only on highline models, will be on every car within 10 years.  The electronic industry is doing it in 2 or 3 years.",5 out of 5 stars review
8/16/2023,"Is as described. The only thing I didn't like was the delivery was weird. I was expected to figure out how to get the tv from the curb at the front of my apartment to my apartment door on my own and actually told that's my problem. When I got there to meet the guy he ended up dollying it because it was just me and my 2 small kids, but the fact that I was told it was my problem and expected to drag a 70in tv all the way from the front of my apartments to my door is ridiculous. He should have dollied it to my door in the first place. It was almost a return if he hadn't.",5 out of 5 stars review
9/29/2023,I'm greatly appreciative about the selection. I choose this particular flat screen for the clarity and visual settings. Super simple setup with programming my particular entertainment selection. Very satisfied with the retail pricing of this particular model. So once again I'm super satisfied with the brand of electronics.,5 out of 5 stars review
7/31/2023,"I wanted Zizio because of their participation with Dolby for HDR. I am by no means ""tech savvy"", but this feature, to me, was important, and I was vastly rewarded! This TV was purchased to replace a 15-yo TV, for my bedroom, which I knew would be used mostly for noise to sleep to. I have since moved it to my livingroom, because it's by far the best TV I've ever owned. Vizio is one to watch! They know what their consumers want!",5 out of 5 stars review
7/17/2023,"perfect simple tv. you are able to customize the apps where you want them. there are short cuts for certain apps on the remote itself which is nice. those cannot be changed. it doesn't take forever to turn on. some smart TVs do. for the price, you cant beat it.",5 out of 5 stars review
7/31/2023,"This  TV is a great value. The picture is clear and sharp. I found the remote to be very easy to use. Other reviewers commented negatively about using the remote. It was not an issue.  

Many apps are already loaded and ready for you to sign in. Hulu, Netflix, Amazon Prime video, YouTube, etc. There are also many other viewing selections.",5 out of 5 stars review
10/22/2023,This TV arrived the next day after ordering! Fantastic customer service by Walmart. Set it up yesterday and it looks great. Had a little trouble creating the Vizio account but finally completed that and the setup was easy. So far very happy with this purchase.,5 out of 5 stars review
6/26/2023,"this is the second Vizio TV I've purchased in the past 6 months, a 70"" for my living room and just recently a 50"" for my bedroom. Very pleased so far. picture and sound are very good, I've got a Vizio sound bar for both that makes it even better. simple to set up and use, only thing I wish it had was voice command like my old Roku TV had.",5 out of 5 stars review
8/3/2023,"Easy set up. Crystal clear. I've owned Sonys, Samsungs, and LGs. After many moves from state to state and overseas, tv's breaking here and there, there was no point in spending thousands again and again. Vizio is by far the easiest to set up with a clarity and price point. Only down fall is the tv sound. A matching sound lane is an absolute must!",5 out of 5 stars review
10/18/2023,This is my 2nd Vizio. My first one I had for around 12-15 years it still worked but the screen was losing its color. So I decided to replace it with this one. The price fit my budget.  The new technology and lighter weight is fantastic. The visuals are so crisp and vivid. The colors are bright and clear. I hope to have this tv for many years.,5 out of 5 stars review
7/14/2023,"This is a pretty good TV with great sound!  I'm not incredibly picky with my A/V.  All I can tell you is that it has a great picture, user friendly, easy to set up, pretty light for its size, and has much better sound than our 55"" Roku TV. We've only had this TV for a week now, so I'll update this review if things go south.  For $400, I can't complain, so far.",5 out of 5 stars review
9/24/2023,"I am totally in love with this purchase..it is absolutely beautiful on my bedroom wall and Vizo doesn’t disappoint! I had a 32 inch for years and it was still going strong but I wanted to treat myself to something new for my birthday and this checked all the boxes! Set up was easy, and customer support was great!",5 out of 5 stars review
8/19/2023,I Love that I can find my streaming Apps right there on the home page.  I like that it has an awesome picture for gaming and Movies and TV Shows. I dislike that it leans forward after you attack the legs. It makes nervous that it might tip over if the fan blows on it.,5 out of 5 stars review
7/8/2023,I love this TV.  My only complaint is that you can't remove apps from it. I was having a problem with an app and needed to uninstall and reinstall only to find out that isn't an option without doing a factory reset. That being said I would still purchase this TV.,5 out of 5 stars review
7/22/2023,"This is a great TV at an awesome price- a 50 inch high quality brand for just 259 bucks, awesome.  A nice young man delivered the TV within an hour of me making the purchase. We chose to do the setup ourselves and it was very easy. I was very happy to see that it offered Bluetooth for my headphones as well as the older 3.5mm standard plug, so I can also use my older high end wired headphones, NICE.  You can download the 52 page users manual and view it online or print it, and it has multiple languages, with English being the front one,",5 out of 5 stars review
10/17/2023,"I have been using this TV for a few months now and am 100% satisified.  I am not a movie buff or audiophile but this TV definitely satisifies my needs.  I have had no problem, fairly user friendly and the picture and sound are as good as I would hope.",5 out of 5 stars review
9/23/2023,"Absolutely wonderful product, Good sound, Excellent graphics, Nice comfortable viewing size, Remote could use a redesign, Lite weight, I feel this was a very good buy for the price. I wish they would add a browser feature for direct internet access; That would work very well with the remote voice feature.",5 out of 5 stars review
10/17/2023,"I've only had the tv for a couple of weeks, but so far i really like it. really clear and vibrant picture,  the sound is good and very easy set up process. great  price too. Love the whole layout of the apps...very easy and convient. would recommend.",5 out of 5 stars review
8/25/2023,"Our previous Vizio lasted for 14 years of non-stop use and was a floor model in the store so when we were needing to replace it we definitely went looking for another Vizio! And we are not disappointed! Quick delivery (came 2 days early), arrived perfectly, much lighter than our old set and was super easy to hang on our previous tv's wall mount with only buying longer screws. The set up was simple along with pairing it to our dish service and we are very pleased with the crisp color, great sound and going from a 55"" to a 65"" how much bigger %26 brighter the picture is! We are extremely happy with the Vizio brand!",5 out of 5 stars review
7/14/2023,"I think as hesitent to buy Vizio brand bc working for the cable company know this brand doesnt last long. there weren't a lot of options in this screen size so I want with it. At this price point I'll be surprised if it last 2 years, but it's going to guest bedroom   and won't be used much. It has a beautiful picture and setup was easy.",5 out of 5 stars review
9/25/2023,"Got the 55” V-Series on sale at $298 and I have to say that this beats my $400 LG TV in every way except maybe the TV speakers. Even then, the speakers still sound great. The picture and sound quality are both great for movies and gaming. I wouldn't use the TV speakers to play music because the speakers aren't going to give you the performance you'd want for that but regardless, music still does sound decent.

Install was easy and setup was a breeze. The new software update makes the Home Screen look great. Good job Vizio!",5 out of 5 stars review
10/5/2023,"Don't understand all of the negative comments. So far it's been a good purchase. If anything changes I will update you. Good price, nice picture, good sound, looks great on the wall. The Dallas Cowboys look great on it. I will update you if anything changes.",5 out of 5 stars review
8/7/2023,"When you first turn it on the tv is in demo mode. After completing set up process the picture improves. Smart features are an asset. I can log into my youtube account! 👌
Combined with my ROKU and Directv I have endless channel options. 
I'm glad I opted for the 43"" (bedroom). Not too big yet large enough to enjoy. Picture and sound are very good… granted I use a soundbar and subwoofer.",5 out of 5 stars review
7/12/2023,"So far, so AWESOME!!! I love that it's a Smart TV. It has more apps, then most, the price was right, and; it comes with Redbox App, which it definitely a huge benefit, via; most Smart TVs don't come with that app and free live TV (WITH MORE TV PROGRAM OPTIONS)....",5 out of 5 stars review
10/5/2023,My sister just bought a house and I'm not one to get her basic gifts. I got her a blender and she was already so ecstatic about that. This can the day after and she was at a loss for words. She hasn't even opened the box and already she's soooooooo happy with it! :),5 out of 5 stars review
8/21/2023,"Likes: Great picture clarity. Wide variety of choices without having to have cable. This smart tv let’s you watch channels without having to pay for expensive cable. You just need internet connection. Very simple to set up. 

Dislikes; that o didn’t get one sooner.",5 out of 5 stars review
10/5/2023,I bought this tv in a 75 in for myself last year. I went to my parents house and their tv was so small I couldn't see over the wood burning stove so I bought them this tv in a 65in. Now they have a big tv in their living room everyone can see when they come to visit,5 out of 5 stars review
7/8/2023,I am sooo happy with this tv!!!! Came on time %26 in perfectly great condition packed very safe. This was so easy to set up ! I am so not into technology at all so I was afraid to get a smart tv.  My son started up it took less than 8 minutes for all the scanning or searches and it automatically recognized our WiFi. I don't see great I wear glasses and being able to say Netflix or prime or Hulu is great. Didn't need to do anything for the voice remote to work. Only improvement would be for the remote to light up but that's not a big deal. The tv is so so nice for 317.00 with tax this 55 inch looks bigger than it is idk if it's bcuz it's in my room but everyone of my kids and grandson thought it was big and my grandsons room has a 70 inch ! ...,5 out of 5 stars review
7/14/2023,"I like this TV. We had a bumpy start but not sure if it was new internet service or new TV but since all is good now, I give that a pass. The set up was easy enough after I realized my internet was tweaky. The HD picture is vibrant and sound is great too!! I hope it lasts for only $300",5 out of 5 stars review
10/4/2023,"This is a two part review as the product itself was a great quality and we've been really happy upgrading to all Vizios in our home. I do want to say though that the Walmart employees who delivered it, they didn't just knock on the door and drop it. They walked it in the house and placed it in the living room and I send them out with a thank you tip and waters. Could not say how much I appreciated it being a mom at home by myself and having to consider getting that tv up the front steps. Big appreciate for going above and beyond.",5 out of 5 stars review
9/15/2023,"The 65"" Smart TV from Vizio is a great item. The picture, speed of actions, price, and being lightweight (wall-mounted) are definitely a plus. My only concern is the smaller size of the remote. Yes, It is a bit slight and because of that it is actually a cumbersome remote to operate. 
The sound is good for a flat-screen TV, however, I ordered the Vizio surround sound system and the sound has intensified the listening enjoyment. I would recommend this product.",5 out of 5 stars review
8/18/2023,"I know there are numerous tv brands to choose from that are equally good as the Vizio. However, I've bought and trust the Vizio brand for over 20 years. I have never encountered any issues. The features are fantastic. This tv purchase is actually replacing my older model 65"" Vizio that I've had for over 13 years. No issues with the older model. I'm actually paying it forward and giving it to a friend. She's overjoyed to receive it.",5 out of 5 stars review
7/12/2023,"my tv died on the 4th of July weekend.. I ordered this tv the same night, and it was delivered the next morning for me. Excellent packaging, easy to unpack and assemble. No need for a second person. I did all by myself easy peasy. The picture is excellent, easy to set up, and easy to use remote....price is a steal. I highly recommended it.",5 out of 5 stars review
