date,text,stars
1/26/2024,"Slow loading apps.  Volume is Low. Other TV's ( Vizio %26 LG ) Volume is 18 - 20, this TV 28-32....",4 out of 5 stars review
2/20/2024,so far it's good and the young gentleman that delivered  it was very kind and polite.,4 out of 5 stars review
1/30/2024,"clear picture, nice sound, easy to use, i recommended highly",4 out of 5 stars review
11/8/2023,Roku will not operate properly,4 out of 5 stars review
2/17/2024,The TV is okay. Sometimes it's a little slow but for the price you can't beat it.,4 out of 5 stars review
1/27/2024,"Great Price
Lots Of Features
Easy To Set Up.
Doesnt Weigh A Lot.",4 out of 5 stars review
2/11/2024,i like i can work with my phone,4 out of 5 stars review
2/3/2024,Second such TV in house. Like both TV specs. Easy setup and would buy again.,4 out of 5 stars review
1/30/2024,nice tv but definitely needs volume,4 out of 5 stars review
2/11/2024,I love the TV but the audio is not the greatest the built in speaker.,4 out of 5 stars review
7/5/2022,"Ok so I never had a 55” Samsung Tv before but I gotten a used one from a friend who had taken it out the trash and fixed it. I paid $100 if you count the paint I traded it for lol. It broke after about 3 years with heavy usage. 
I replaced it with this 50”  and I’m not even like WOW 4K. That 5-9 year Samsung model which weighed about 100lbs was wayyy clearer and crispy than this brand new more advanced technology tv. 
While the Samsung was $110 more, it didn’t even have the RCA audio output or video RCA that I wanted for my stupid HF security cam. 
Not sure if the Samsung could connect to my network wirelessly but I like how this one can. Perfect for the garage where I had the used Samsung. 
In final, it’s a bit smaller and I personally bel...",4 out of 5 stars review
7/17/2021,"The Vizio is the 3rd smart tv we have owned and not the best. Sometimes the smart cast will not load and you have to unplug the t.v for a few seconds and plug it back in. Sometimes the t.v will not turn on and it has to be unplugged and plugged back in. There is no way to change the channel from the t.v. the only buttons on it are power, volume, and input which is really annoying because sometimes the remote doesnt want to work. You cannot add or delete apps. So if I dont want the youtube app but would like to have the HBO app there's nothing you can do. It lets you rearrange the apps but that it and that's the most disappointing thing for me because half of the provided apps I do not use and would like to replace with apps I will use but V...",4 out of 5 stars review
12/17/2023,came with free channels and apps already installed which was surprising... the savings were tremendous!!!,4 out of 5 stars review
12/4/2023,A relatively cheap TV for this size class. Everything is very good on it except I would say the speakers could use some work. Overall a good value,4 out of 5 stars review
10/26/2023,"The tv itself is nice and clear, but I wasn't able to Mount it due to it not having the pre drilled holes i the back. For the price it's great!",4 out of 5 stars review
12/6/2023,"So far its decent tv. It was a little slow, but it was updating ect so that may have had something to do with it",4 out of 5 stars review
11/30/2023,"I can't modify the picture, no contrast option. Disappointed. Doesn't show colors well AT ALL. light toned skin characters White i e. Asian actors",4 out of 5 stars review
11/24/2023,The Tv is light in weight so it made it easy to mount. The system updated really quick. Vizio is always my TV of choice.,4 out of 5 stars review
11/30/2023,Great picture and clarity; however we'll see if it holds up to it's expectations longer than 6 months.,4 out of 5 stars review
12/2/2023,"it's a smart TV with lots of features which I can't speak on, because I use a Roku with it. Well worth the money, clear picture with good sound.",4 out of 5 stars review
12/7/2023,"Got on Black Friday.. I wanted a TV with bluetooth for my back porch, this works great while soaking in my hot tub!",4 out of 5 stars review
10/31/2023,This TV is really only meant for internet TV subscriptions. It's really not meant for watching local tv stations.,4 out of 5 stars review
10/29/2023,"it's s good TV and i like it alot i don't like how i can't add certain apps like ""Crunchyroll"" but i can always cast it or my PS5",4 out of 5 stars review
12/14/2023,"Delivery driver did not knock as requested. TV is great though, if you're a sound nerd, which I am not, you might want a sound bar.",4 out of 5 stars review
11/11/2023,Sound level is horrible. Will need to buy a sound bar now. My old 32” had way better sound than this.,4 out of 5 stars review
10/26/2023,The tv is great in pictures and sound. Most tv the sound is low that's why they have to add a sound bar with this one you don't need it,4 out of 5 stars review
11/2/2023,Never know what you are ever going to get. I'm happy. Delivery and setup went well. Happy with the picture and easy to navigate,4 out of 5 stars review
12/13/2023,"The size and contrast are great, not too crazy about sound…have to turn up to 50 to hear…my Sanyo I only turn up to 20",4 out of 5 stars review
11/26/2023,Does not work with Spectrum. You have to download through Google play to get Spectrum. Should post it on box,4 out of 5 stars review
10/20/2023,The legs were very hard to connect,4 out of 5 stars review
1/17/2024,"The product is good, excellent picture quality. The UI for the smart tv is a little lacking.",4 out of 5 stars review
1/7/2024,I like the tV but the remote is not good,4 out of 5 stars review
1/11/2024,"It’s fast, picture is super pretty, easy to work. But I wish it had better speakers.",4 out of 5 stars review
1/1/2024,Got this tv for my daughter great audio sound is kind of low. Have to turn up to almost 40 to hear.,4 out of 5 stars review
1/8/2024,The tv I ordered was a v655-j09 but what I received was a v655-j04. An older model.,4 out of 5 stars review
1/19/2024,great for me granddaughters,4 out of 5 stars review
1/13/2024,I like how the remote connects to my Firestick,4 out of 5 stars review
1/14/2024,Did not get a manual for tv,4 out of 5 stars review
1/4/2024,I purchased this smart tv but then decided to try a Hulu stick on my current non-smart tv.,4 out of 5 stars review
1/14/2024,"I like the many nice features that come in the tv, very nice tv",4 out of 5 stars review
1/23/2024,took a long time to setup,4 out of 5 stars review
1/14/2024,nice tv for the price. gaming looks  good to with series s,4 out of 5 stars review
7/26/2023,beautiful picture sound quality leaves must be desired but interface is great load it with apps absolutely worth the money,4 out of 5 stars review
8/30/2023,"pretty good tv so far don't need all the special affects, i turn off the wifi on the tv because i gave devices.",4 out of 5 stars review
9/24/2023,The deal with Vizio t.v's in my experience is the bigger and more expensive the T.V. better the brand.,4 out of 5 stars review
9/1/2023,"A smart tv but not smart enough to work without a Roku for Spectrum customers. Otherwise, nice picture %26 reasonable price.",4 out of 5 stars review
7/13/2023,really good tv but if you have the spectrum tv app it does not have an app for it you have to cast it from your phone which is not that big of a deal,4 out of 5 stars review
10/8/2023,You really don't need any other service with Vizio TV you can get whatever apps you want. Plus it offers you live tv!,4 out of 5 stars review
9/30/2023,the remote is the worst of the vizio remotes. the centet ok button doesn't always work. That's my only complaint.,4 out of 5 stars review
7/16/2023,"Overall, this is a great TV, what you would expect. The only annoying thing is the Vizio home screen is cluttered with their own content and apps.",4 out of 5 stars review
8/6/2023,It's big… it does have this weird smell.. I can smell it days later .. not sure but I know 100% it's the tv …,4 out of 5 stars review
7/18/2023,"The size is perfect for my living room. 
The color is not very clear or vivid.  The color should be better.",4 out of 5 stars review
8/31/2023,Te delivery is great! My only complaint is that often Walmart is out of items. I wish they would work harder to substitute with a similar item.,4 out of 5 stars review
6/30/2023,"Internet connection can be a little slow, some lag when streaming on Roku or Chromecast. Not a big problem.",4 out of 5 stars review
10/12/2023,There must be a way to get the picture brighter.  I'll have to figure it out.    I didn't get an instruction book.,4 out of 5 stars review
9/29/2023,"This purchase has bece the center of our in-home entertainment.  We have enjoyed movies,  documentaries and news.  We absolutely ovr it",4 out of 5 stars review
10/7/2023,"I like my new 65"". Easy to put together and program. The picture quality is not as sharp and clear as I think it should be.",4 out of 5 stars review
8/19/2023,"It's got a nice screen, high definition, but it could be a little bit sharper, but it is nice though",4 out of 5 stars review
8/5/2023,Surprisingly good picture for a budget TV. A huge plus was free Wal Mart  delivery to my front door the next day. Recommended.,4 out of 5 stars review
8/11/2023,"Vibrant color and functional remote. Last Vizio died on me, but customer service was amazing. This is why I purchased Vizio again.",4 out of 5 stars review
7/17/2023,love the picture. the sound isn't the best. Other than the sound it is very easy to adjust.  For me a good buy.,4 out of 5 stars review
7/27/2023,The tv has a beautiful picture and comes in great.  Only thing is I couldn't down load the spectrum app on it.,4 out of 5 stars review
8/28/2023,"Fantastic visual, just doesn't get very loud. Will need to get some speakers but overall very happy with purchase and price",4 out of 5 stars review
8/10/2023,Nice but hard to figure out the chromecast for screen sharing. I ended up just using my roku express.,4 out of 5 stars review
7/19/2023,I like my tv but I do have issue some with the picture it seem to go blurry and I've only it for about 4 months now.,4 out of 5 stars review
8/2/2023,Cant beat the price for all thats included.  Have had Vizio TVs for a long time now and they never disappoint.,4 out of 5 stars review
9/23/2023,not bad for the price. I like that u can use wirelss ear pods to watch TV if someone is asleep so the noise won't wake anyone up,4 out of 5 stars review
6/26/2023,great size and picture but too much backlight bleed around the edges. Any time a dark scene comes on it's extemelt noticeable. Everything else is great.,4 out of 5 stars review
5/18/2023,"I've used Vizio for years, my last one is 10yrs old and still going strong. Tried another upscale brand but that was a waste of money as picture died after 4yrs.",4 out of 5 stars review
5/15/2023,"Excellent lower end 50"" smart tv.  Picture quality is good to Excellent when viewing straight on.  From the side the picture washes out some.  Speaker quaily and sound from the tv is fair at best.",4 out of 5 stars review
5/13/2023,The issue with Vizio is that they are not compatible with Spectrum Services I believe due to contractual issues that Spectrum is too expensive. But that is true even as a home T.V. Spectrum user.,4 out of 5 stars review
6/16/2023,"GREAT VALVE! PICTURE IS BRIGHT AND SHARP.  HDMI IS AT RIGHT ANGLE AND PULLS AND BENDS THE  CORD. MAKE SURE HDMI CORD IS LONG ENOUGH TO REACH YOUR VCR, HOPPER, DIRECT TV RECEIVER ETC.",4 out of 5 stars review
5/9/2023,Love the price easy setup the only thing I don’t like is it won’t stay connected to my cable I have to keep putting it back on HDM1 in order to get my regular channels.,4 out of 5 stars review
6/3/2023,"I love everything about this 70"" Vizio TV with the exception the sound is not as good as I would like it.  I plan to purchase a soundbar to hopefully improve this issue.",4 out of 5 stars review
6/22/2023,"This is a great TV and has a beautiful picture, but the sound is horrible! You have to turn it almost wide open just to hear it so that's why I'm giving it four stars instead of five",4 out of 5 stars review
5/2/2023,Great TV overall.   Especially if you have a fire stick.  The only complaint is the speakers are not that great.   Invest in a sound bar.  Shipping was great.  TV was well protected.,4 out of 5 stars review
11/26/2023,i like the price and numerous options but i eish the screen apps weren't so congested together,4 out of 5 stars review
12/15/2023,"It is a very good buy , it works great, and I like the price",4 out of 5 stars review
12/2/2023,"Easy to operate
Fast delivery
Good price",4 out of 5 stars review
12/19/2023,i like the picture quality.  i dislike i can't get the xfinity stream app downloaded.,4 out of 5 stars review
11/5/2023,Not as clear as my last one. Still a beautiful picture though.,4 out of 5 stars review
12/12/2023,"great price. good picture quality.
Hard to figure out sometimes. we are old",4 out of 5 stars review
12/4/2023,good picture and well packaged - easy to setup,4 out of 5 stars review
12/7/2023,have to tie it in with my phone or id,4 out of 5 stars review
12/11/2023,Great tv. Terrible service through walmart.,4 out of 5 stars review
12/6/2023,It works well for the price.,4 out of 5 stars review
12/18/2023,remote doesn't have keypads cant enter channels manually!,4 out of 5 stars review
11/29/2023,Great picture. Half the weight of my 6 yr. old TV this replaced.,4 out of 5 stars review
12/21/2023,easy to work picture looks great a wonderful size television,4 out of 5 stars review
11/28/2023,Excellent buy great features,4 out of 5 stars review
11/29/2023,"to much glare during the day, room needs to be dimly lit for best picture.",4 out of 5 stars review
11/19/2023,"Great picture , sounds pretty good, we still use a soundbar for better sound wide viewing angle.",4 out of 5 stars review
12/4/2023,Just mounted TV works great,4 out of 5 stars review
12/5/2023,The circle button to move through apps and stuff doesn't work like it should.,4 out of 5 stars review
11/28/2023,very smart and many free channels beautiful picture,4 out of 5 stars review
11/2/2023,The TV is awesome but the volume is little low,4 out of 5 stars review
12/7/2023,good TV for gaming if you disable auto HDR,4 out of 5 stars review
10/29/2023,Wish the App Store offered a little more apps but overall great tv and price,4 out of 5 stars review
11/25/2023,It's an overall great tv for the price.,4 out of 5 stars review
12/8/2023,"Dislike the loudness and clearness of all sound.  Color, brightness and quality are amazing",4 out of 5 stars review
12/6/2023,Easy to install. 3 year extended warranty is nowhere to be found. I am calling Walmart,4 out of 5 stars review
12/14/2023,"It is a good TV, sharp image and haven’t had any problems with it.",4 out of 5 stars review
11/14/2023,It’s pretty cool i like it,4 out of 5 stars review
10/29/2023,"Does what it should, no problems. Easy set up",4 out of 5 stars review
11/29/2023,It was delivered and it was on time,4 out of 5 stars review
11/13/2023,I ordered 50 inch TV. The one I received is only about 44 inch.,4 out of 5 stars review
11/16/2023,Not the greatest sound. Everything else is fine.,4 out of 5 stars review
11/27/2023,"Great picture, easy setup, sound could be better. Added a sound bar and I’m all set.",4 out of 5 stars review
12/9/2023,"vivid color
great picture",4 out of 5 stars review
11/20/2023,The plastic legs for stand are very fragile otherwise it seems to be a good purchase.,4 out of 5 stars review
11/6/2023,"I haven't seen it yet,but she tells me how much she loves it, so far",4 out of 5 stars review
11/26/2023,"so far, my only complaint is that i cannot get spotify on this tv",4 out of 5 stars review
11/28/2023,picture not as sharp as I,4 out of 5 stars review
12/2/2023,"Color doesn't seem vibrant, even after adjustment.",4 out of 5 stars review
11/29/2023,It's a good TV but I have only had it aweek..,4 out of 5 stars review
12/12/2023,"Awesome picture and sounds 
At",4 out of 5 stars review
11/18/2023,"beautiful picture, easy to use and a great value for the price",4 out of 5 stars review
11/24/2023,Beautiful picture even playing games we can see much improvement. We are happy with the purchase,4 out of 5 stars review
11/17/2023,"Great TV, Great price, fast delivery.",4 out of 5 stars review
10/26/2023,The remote is not very good.  I find it hard to go to the local channels. Thank you.,4 out of 5 stars review
11/28/2021,"I've only had this tv for a few weeks,  but it's nice so far. I chose this brand because I had a vizio (that was still working), after about 8 years and they back their products.  I noticed some issues with my last purchase,  but the company replaced the TV, delivered it, and hooked it up! I will continue to support any company with great customer service,  who also backs their products",4 out of 5 stars review
5/17/2021,"We needed to replace our family room TV. It started doing odd things like not wanting to turn off unless unplugged and etc. I didn't wanna have to deal with that everytime we watched TV. This one is a tad bit bigger than the one we did have in our family room and I'm glad it is. To me it is the perfect size for our needs. Vizio has always been a reliable brand for me. We own an older, smaller vizio TV that is in our bedroom. 

This has a nice design to it and set up is super easy. Even if you aren't tech savvy I don't see you having an issue with set up. It paired to our WiFi very easily with no issues. It comes with apps already pre-installed but of course you can install more. That's the great thing about smart TVs. We don't have cable,...",4 out of 5 stars review
7/7/2021,"Not a Bad TV, Works Good. Is a very fast and Super light weight TV.  Love the voice remote feature.  Picture is a about a 7 out of 10. Ive seen better Screens especially in 4k. But for the price and feautures, It works well enough to play games and Movies/ TV shows on! IF you want a perfect TV and Perfect Screen, this TV isnt for you..",4 out of 5 stars review
8/11/2021,"I selected the Vizio 50"" V-series because of the value pricing and features. I liked the easy set-up and I needed a TV with analog audio output for my soundbar. The picture quality is good, but not spectacular. The TV is excellent for streaming 1080p programming, but 4K streaming or  watching Ultra Blu Ray discs will be somewhat limited by the lack brightness.",4 out of 5 stars review
11/30/2022,"I love the picture but I was surprised not to see a Cinema mode. Also, while I see SDR, it’s grayed out meaning I can’t change it to HDR. I did some reading and tweaking under picture settings and created a “Cinema” mode, and locking it in. But I’m no techie and I’ve seem to have gotten the view most desired. All-in-all, I’m pleased with the TV:)",4 out of 5 stars review
8/11/2022,"This TV is not a bad one, picture quality is decent but the stand is terrible. Won't fit right, was wobbly no mattter how tightly i screwed it in. Finally found a way to make it stand and the tv was tipped over to a side. Just frustrated cause i really wanted to keep it.",4 out of 5 stars review
7/13/2021,"this is a good tv, but it would not hook up to the internet for some a big deal for me not so mush.Also when i tried to hook up the sound bar to the hdmi e arc port the tv would not recognize the sound bar thru the hdmi e arc port so i hooked it up using the white and red wires to audio out ports and it did then recognize the sound bar.It has a good picture and was easy to get up and running.I called vizio on the internet not hooking up and they told me that since i have a shared net work i have to get the admin of the network to give my mac address permission to access the internet,so i dont think it is the tv's fault that i cant get online.I am working on getting access thru the admin of my netwirk.over all i nam happy with the purchase a...",4 out of 5 stars review
12/5/2022,"Nice tv for the price, the SmartCast stuff is responsive, doesn't feel sluggish when moving through the menus, but I use Roku for all that anyway. The tv has  decent set of features, 3 HDMI ports are handy and the remote feels solid with a decent button layout. Overall I'm glad I bought it",4 out of 5 stars review
3/8/2023,For the price this old man thinks its great.,4 out of 5 stars review
9/20/2023,Everything was great except Visio TVs are unable to download the SPECTRUM app. Which I needed,4 out of 5 stars review
8/23/2023,Everything fine but it is not possible to install ESPN,4 out of 5 stars review
7/16/2023,Easy setup.  Updates are always simple.  Would definitely recommend for novice,4 out of 5 stars review
7/14/2023,The picture is great. The audio is not so great. Good TV for 60hz. I use headphones with this one.,4 out of 5 stars review
9/9/2023,"Nice picture, but doesn't have YouTube. Disappointed in that. Does have nice picture",4 out of 5 stars review
8/30/2023,the sound isn't very good,4 out of 5 stars review
9/3/2023,Don't like the little remote,4 out of 5 stars review
10/11/2023,Tv is great but airplay isn't working and I don't know why,4 out of 5 stars review
8/27/2023,got the wrong model.  defective none of the apps worked.,4 out of 5 stars review
7/31/2023,Very easy to set up. Would recommend the soundbar.,4 out of 5 stars review
8/31/2023,TVs a great size and works pefect for what I use it for 💯,4 out of 5 stars review
9/4/2023,"Great size, ok picture, couldn't figure out casting or Plex.",4 out of 5 stars review
10/4/2023,Champ! This TV is really Great...🥰,4 out of 5 stars review
8/5/2023,great picture and sound for the price. a little tricky to set up without Wi-Fi.,4 out of 5 stars review
7/5/2023,Good picture but sound isn’t very loud.,4 out of 5 stars review
7/17/2023,Good picture but the HDR you have to pay extra in whatever streaming app you use.,4 out of 5 stars review
10/11/2023,"I liked setup, directions were clear. only thing is pictire isnt as good of quality as id hoped!!",4 out of 5 stars review
8/4/2023,Very pleased. Clear picture. The perfect size. I'm a huge fan of Vizio TV's.,4 out of 5 stars review
10/16/2023,"Width is 44.46"". Not 44.2""",4 out of 5 stars review
9/4/2023,very happy with my purchase. Delivered on time. Packaging was excellent.,4 out of 5 stars review
8/10/2023,I like my TV its just great big nice screen and I dont have to hurt my eyes trying to watch it!!,4 out of 5 stars review
7/3/2023,"This TV have's great picture, but the sound on the other hand is not so great.",4 out of 5 stars review
9/10/2023,picture isn't as sharp as I'd like it to be but works good enough.,4 out of 5 stars review
9/17/2023,Great tv for the price. Sound quality is the only reason for my 4 stars instead of a 5,4 out of 5 stars review
9/15/2023,Geart for the price and for the Mancave,4 out of 5 stars review
8/29/2023,"it's a tv, new so it looks great",4 out of 5 stars review
10/14/2023,Easy easy easy setup.  Does all it says it would do,4 out of 5 stars review
10/5/2023,"Decent quality and size for the price. A good value.
Recommend for bedrooms or smaller apartments",4 out of 5 stars review
7/10/2023,Prices are very reasonable at Wal-Mart,4 out of 5 stars review
7/29/2023,was just right for me works great and has a great picture,4 out of 5 stars review
8/9/2023,So far this tv works well. Picture quality is pretty decent for the price.,4 out of 5 stars review
8/14/2023,"Nice ,worth the money. There are better tvs out there though",4 out of 5 stars review
8/3/2023,Nice looking TV just came with a slight discoloration on the top edge of the screen,4 out of 5 stars review
9/11/2023,Not easy to set up and work. Getting used to it though,4 out of 5 stars review
9/21/2023,Not compatible with available Wi-Fi,4 out of 5 stars review
10/12/2023,"No issues 
Bright and big 
Love it ,I’ve had it for two weeks",4 out of 5 stars review
9/14/2023,"works good, haven't figured out how to get guide yet tho.",4 out of 5 stars review
8/2/2023,Very clear picture and easy to hang,4 out of 5 stars review
9/16/2023,"The tv is still very bulky, it looks the same as the one from 10 years ago.",4 out of 5 stars review
7/31/2023,Can't go to the Internet from the TV,4 out of 5 stars review
7/17/2023,"Love the size of the TV
Definitely a great price 
Clear picture %26 sound is excellent",4 out of 5 stars review
7/30/2023,Needed to replace a tv hit by lightning this one was an excellent choice,4 out of 5 stars review
10/7/2023,The picture is clear.  The colors are vivid after tuning.,4 out of 5 stars review
10/23/2023,The picture is great for the money you pay but it makes this humming noise when it’s turned off.,4 out of 5 stars review
7/2/2023,Very nice picture and it was easy for “me” to set up and mount.,4 out of 5 stars review
8/23/2023,Having difficulties trying to add some of my apps,4 out of 5 stars review
9/22/2023,TV is nice l like alot just getting use to it still got  to figure the picture settings.,4 out of 5 stars review
10/14/2023,Picture is ok but not as crisp as I'd like. But very affordable tv.,4 out of 5 stars review
7/10/2023,"Legs to far apart
Screws missing.  Add
Color good
Clarity. Good",4 out of 5 stars review
7/9/2023,Very good tv and great quality,4 out of 5 stars review
9/23/2023,Love the picture quality. Speakers should be better.,4 out of 5 stars review
7/20/2023,Good TV easy set up will definitely buy again,4 out of 5 stars review
8/21/2023,"It’s a nice tv. The volume can be a bit quiet but other
than that, it’s nice!",4 out of 5 stars review
9/30/2023,should of gone bigger for 100 more,4 out of 5 stars review
9/5/2023,very happy but like my samassung better,4 out of 5 stars review
9/26/2023,works perfect no issues love it,4 out of 5 stars review
8/12/2023,Great tv for the price. The sound is a little quiet.,4 out of 5 stars review
9/9/2023,i like the clear picture and all of the bells and whistles.,4 out of 5 stars review
9/11/2023,Quality TV for a fair price,4 out of 5 stars review
8/8/2023,Good TV speakers could use a boost,4 out of 5 stars review
7/21/2023,I love this TV. What more is there to say,4 out of 5 stars review
7/20/2023,Great entry level smart tv,4 out of 5 stars review
9/23/2023,Perfect size for the room.  Easy to set up.  Packed very well so no damage after shipping.,4 out of 5 stars review
8/14/2023,Nice tv for the price and quality of picture is good!,4 out of 5 stars review
8/7/2023,"Tv is great color is a little off, can’t get it just right. Everything else so far so good",4 out of 5 stars review
3/7/2023,Over all great tv unfortunately the volume needs some work even at 30  its hard to hear with background noise,4 out of 5 stars review
3/23/2023,"Pros: Good size TV for a family room or basement.    Solid TV that sits and displays nicely.

Cons: the sound from the TV is mediocre.",4 out of 5 stars review
5/21/2023,Tv is very good for the price. I wood say though adding a sound system would do you wonders. The sound of the tv is not great I rate it a 3 out of 5.,4 out of 5 stars review
5/11/2023,"Do your research first on whatever your looking to buy. The staff is just there for a check, not very knowledgeable!!!",4 out of 5 stars review
5/15/2023,"All in all I really like the tv. Only thing is sound could be better. When I watch YouTube TV, sometimes the volume goes up or down by itself.",4 out of 5 stars review
5/22/2023,I love how clear the pictures are. Only thing I dislike is how slow the streaming apps take to load up.,4 out of 5 stars review
3/2/2023,"It's been fun figuring out some of gge smart features,  the built-in chrome cast is nice, voice activated remote too",4 out of 5 stars review
6/20/2023,I like that there free movies but it is not as easy to navigate as the other tv that I had .  great picture,4 out of 5 stars review
8/12/2023,i didn't like that the delivery people didn't knock and let me know that were dropping my package off otherwise everything was great,4 out of 5 stars review
7/29/2021,"I wish the tv came with the capability to add more apps like HBO MAX, TLCgo, etc. but the tv makes up for it by having a built in chrome-cast and apple airplay",4 out of 5 stars review
2/15/2022,Very easy to set up and connect to wireless.  Had a bunch of free channels included so I was able to test out the streaming right away.  The sound quality could be a little better but a great TV for the price and works with everything out there.,4 out of 5 stars review
5/25/2021,Beautiful display and great sound! My only complaint is that this tv does not have Bluetooth capabilities or a headphone Jack so that headphones can be used with it.,4 out of 5 stars review
12/26/2022,I bought this TV as an upgrade for my office/man cave. Picture is so good! Smartcast is awesome and easy to setup. My only issue is the main button on the remote failed within first month. Contacting Vizio to see about warranty replacement.,4 out of 5 stars review
12/12/2022,"I think this is a really nice TV with one simple complaint that i think they could abolish with a software upgrade. On the Roku TV's the menu is super simple and by channel number. This system has NO menu for antenna channels. Very frustrating and unless you have your channel numbers memorized you have to scroll through all the channels to get what you want. The menu they have for the other channels is very hodgepodged and jumps all over by catagory rather than station number. If they had this straightened out it would be a 5 star for me. Great picture, fast start, casting works fine, sound is decent but better yet it has the audio outputs i can connect it to my home stereo reciever and it's like a movie theater. Overall very good with one ...",4 out of 5 stars review
11/28/2022,The back of my tv had a dent in it and the box was broken so they shipped the TV upside down. The TV it's self other then the dent in the back has a nice picture and is a good deal for the price. I should have returned the TV but i already took it out of the box and didn't want to go through the hassle of a return.,4 out of 5 stars review
5/4/2022,"The picture and sound are great.  I have a Fire Stick on the TV and for some reason the first two times I tried to switch back to regular broadcast station, everything froze and I was unable to switch back.  Fortunately for me, my grandson walked me through the problem and he said this sometimes happens.  This is my second VISIO TV in my apartment (the other is in my bedroom).",4 out of 5 stars review
9/18/2022,"The picture quality and sound is great but this TV has every single random app except Philo, which is extremely frustrating because my daughter watches Nickelodeon on Philo and we can never do that without having to screencast from our cell phones, then constantly press the button as each episode ends. I would've been better off buying another Roku TV.",4 out of 5 stars review
2/2/2024,"[This review was collected as part of a promotion.] I've bought this about a year ago and here are some of the high and lowlights

Picture is great with vivid colors and some great options for streaming.  Lots of free apps included for free programing as well as your popular paid ones.  Cool remote you can speak to and it is very intuitive and takes you to what you want.  Love the option to Bluetooth your headsets so you can watch quietly at night is someone else is sleeping.

A few smaller areas for improvement are a few times it has locked up on me and the only way I can get it to work again is to unplug and reset the TV.  It's happened a handful of times.  Then of course like most tvsl now, the sound is not very robust so its wise  t...",4 out of 5 stars review
11/1/2021,"This was the 4th Vizio tv I have purchased in the last 13 years for various rooms in my home. This one was replacing a 50"" I had had for at least 12 years. I was quite surprised that it did NOT come with a power cord, though!! Luckily, I could use the old ones for hook-up, but now I have to sell the old one without power cords.  First time this has ever happened.",4 out of 5 stars review
7/26/2022,"Easy to set up, the TV looked to be in good conditions, image was clear, but not as sharp as I had expected. Then after 40min being turned on, out of the sudden, red little worm lines and contours appeared all over the screen. Changing settings , channels, apps etc would not fix it. I found a fix on YouTube (unplug the TV from the wall for 60sec and plug it back on), and it worked! Though if this is going to be a recurrent issue, starting right out the box, I do not think I want to keep the TV…",4 out of 5 stars review
11/16/2022,"So, I'm new to all this Smart TV stuff. I got this from Walmart because of the price. So far, so good. I have a great picture and the sound is ok. 

I don't know what else to say. I'm glad I was able to drop my cable service, however, some of the shows I used to watch aren't available and I'd have to add a streaming service at an additional $70/month. I already had to get HULU live and pay for WiFi through the cable company. I guess overall, I'm saving because I'm not renting a DVR box plus an additional box and remotes.

I hope this lasts as long as my other TV.",4 out of 5 stars review
11/24/2021,Has no stand must be mounted. Mount itself is expensive for the right kind and if you can’t mount yourself will cost a minimum of $150. Our previous Vizio had a stand. I don’t see big deal about 4K because the view is nice but same as 3K but maybe I am not that knowledgeable about it since I never used anything but the TV/no other accessories. Picture view is great size.,4 out of 5 stars review
6/13/2021,"I thought I was going to love this tv, but I just like it. My biggest dislike is that you can't add new apps,big disappointment. The other thing is the interface is somewhat slow, but that may have something to do with my internet service. I also wish that you could change the interface theme like you do with the Roku. I considered returning it but don't want to go through the hassle. Unless they make some changes I would not recommend this tv.",4 out of 5 stars review
2/20/2024,"[This review was collected as part of a promotion.] I connected a Firestick to the TV and am having a some difficulty switching around from one input to the other. As far as the TV is concerned, it seems to have very nice picture.  So far I'm well pleased with it, especially for the price I paid for it.",4 out of 5 stars review
2/24/2022,"Excellent picture quality, sound quality a little to be desired.  Augmented the TV with a sound bar.  Was also a little disappointed that it did not have a web browser or capability to download app.  Augmented it with fire stick to get the amazon silk browser.",4 out of 5 stars review
12/28/2022,"I needed to replace my VIZIO 40"" TV that had the screen cracked by a flying can of dusting spray ! I had never had any issues with my VIZIO so checked Walmart and they had this 50"" in stock, I ordered it for order pickup and all went very well. The TV set up was super easy and I'm getting more channels than I will ever watch and there are many other options that I will never use but are there if I ever decide to get rid of this TV and get another one, someone may like all the stuff available. The picture comes in bright and clear and I had no issues with sound possibly because I had surround sound already connected to my other VIZIO I replaced and just connected it to this new one. The one thing that annoyed me is the screen isn't 50"" it's ...",4 out of 5 stars review
5/15/2022,"The television itself is great. Everything I expected it to be. Lives up to advertising.
But on the day it was delivered by UPS it was raining and the UPS driver dragged it across the street in the rain and left it sitting outside in the rain. If I had not been watching the television would have been ruined another botch to delivery by UPS",4 out of 5 stars review
7/6/2022,"It will update the firmware automatically.  I think it will be better to let the user to choose when to update,  Because sometimes they just want to set up the TV and see whether the new board product we work properly. 
 When the update finishes, it will restart. And the whole process will need a long time.",4 out of 5 stars review
8/25/2021,"This TV was super easy to set up.  It arrived in 2 days and was very well packaged.  I chose this brand over my Samsung because it was made in the United States and because the reviews were very good.   There are 2 things that I was not impressed with:  1.  the voice to mouth match up;  for the first few days the mouth would start moving with lag time sound following.  After that it seemed to have corrected itself, I hope for good.   2.  this TV has:  Dolby Vision - See it the way the director intended. Dolby Vision transforms your TV experience with incredible brightness, contrast, and color that brings entertainment to life like never before. V-series also supports HDR10  and HLG high dynamic range formats.
4K Ultra HD - With over 8 milli...",4 out of 5 stars review
